id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1164462935004995584,1164462935004995584,1566464573000,2019-08-22,04:02:53,CDT,233497270,cancer_leo,leo(🍎´ᴗ`)=͟͟͞͞ 🍎,,そんな早々にキャッチコピーつけなきゃならんものかね？別にいいけどさぁ,[],[],[],0,0,0,[],[],https://twitter.com/cancer_leo/status/1164462935004995584,False,,0,,,,,,,"[{'user_id': '233497270', 'username': 'cancer_leo'}]",
1164462928633856000,1164462928633856000,1566464571000,2019-08-22,04:02:51,CDT,436192835,tao247,Tee-Money...,,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/Tao247/status/1164462928633856000,False,,0,,,,,,,"[{'user_id': '436192835', 'username': 'Tao247'}]",
1164462925941215236,1164462925941215236,1566464570000,2019-08-22,04:02:50,CDT,2286459056,mehriran2000,Mehr Iran,,"“Cancer is spreading throughout the state,” says senior Iranian mullah  https://english.mojahedin.org/id/2a346117-61f9-4cf2-b7ec-e19d0f4dd269 … #Iran #IranRegimeChange #FreeIran",[],['https://english.mojahedin.org/id/2a346117-61f9-4cf2-b7ec-e19d0f4dd269'],[],0,0,0,"['#iran', '#iranregimechange', '#freeiran']",[],https://twitter.com/mehriran2000/status/1164462925941215236,False,,0,,,,,,,"[{'user_id': '2286459056', 'username': 'mehriran2000'}]",
1164462922912845826,1164462922912845826,1566464570000,2019-08-22,04:02:50,CDT,1636138471,naylouisa,Naomilouise.,,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/Naylouisa/status/1164462922912845826,False,,0,,,,,,,"[{'user_id': '1636138471', 'username': 'Naylouisa'}]",
1164462915459538946,1164462915459538946,1566464568000,2019-08-22,04:02:48,CDT,3863571430,chanelferrier_,Chanel,,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/ChanelFerrier_/status/1164462915459538946,False,,0,,,,,,,"[{'user_id': '3863571430', 'username': 'ChanelFerrier_'}]",
1164462912942952448,1164462912942952448,1566464567000,2019-08-22,04:02:47,CDT,1571480436,emilydinis1,M,,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/emilydinis1/status/1164462912942952448,False,,0,,,,,,,"[{'user_id': '1571480436', 'username': 'emilydinis1'}]",
1164462911814660096,1164462911814660096,1566464567000,2019-08-22,04:02:47,CDT,542626768,gazellehadad,gazelle hadad'†,,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/gazellehadad/status/1164462911814660096,False,,0,,,,,,,"[{'user_id': '542626768', 'username': 'gazellehadad'}]",
1164462911571369984,1164462911571369984,1566464567000,2019-08-22,04:02:47,CDT,171944779,tanyatoots,Tanya 🌸,,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/Tanyatoots/status/1164462911571369984,False,,0,,,,,,,"[{'user_id': '171944779', 'username': 'Tanyatoots'}]",
1164462909113548802,1164462909113548802,1566464566000,2019-08-22,04:02:46,CDT,99466831,bigbaadb2uty,'CAN YOU FEEL IT?',,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/bigbaadb2uty/status/1164462909113548802,False,,0,,,,,,,"[{'user_id': '99466831', 'username': 'bigbaadb2uty'}]",
1164462905942630400,1164462905942630400,1566464566000,2019-08-22,04:02:46,CDT,602823510,samharvey_10,sam old account,,Dial up some healthy skepticism and get to work. The hive mind... More for Cancer  http://bit.ly/yk3b9m ,[],['http://bit.ly/yk3b9m'],[],0,0,0,[],[],https://twitter.com/SamHarvey_10/status/1164462905942630400,False,,0,,,,,,,"[{'user_id': '602823510', 'username': 'SamHarvey_10'}]",
