id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date
1164465529655926784,1164387339671441408,1566465191000,2019-08-22,04:13:11,CDT,212500856,julie_library,💖Breast Cancer Survivor 😥 Julie Library,,"I know, which really annoys me. He even tweeted to me that he would build the lifts plus extra parking. Not seeing anything happen when I drop son off at station. 🤔","['bobnew8', 'andrewconstance', 'gladysb', 'davidmehan', 'david4wyong']",[],[],0,0,0,[],[],https://twitter.com/julie_library/status/1164465529655926784,False,,0,,,,,,,"[{'user_id': '212500856', 'username': 'julie_library'}, {'user_id': '774642481', 'username': 'BobNew8'}, {'user_id': '137550018', 'username': 'AndrewConstance'}, {'user_id': '704882735815401472', 'username': 'GladysB'}, {'user_id': '369670876', 'username': 'DavidMehan'}, {'user_id': '2613299533', 'username': 'david4wyong'}]",
1164463902597570560,1164463899850280960,1566464803000,2019-08-22,04:06:43,CDT,37501216,drtamc,"TA Cheramie, PhD",,"We pink ribbon, 5K run, awareness the world. Breast cancer is an industry. But it’s potentially me, my goddaughters. It’s women I’ve loved and lost, those still here. And it’s more than a cute pink t-shirt. Luck be a clean scanned lady. For all of us. Everyday. 🙏🏻 Freak out done.",[],[],[],0,0,0,[],[],https://twitter.com/drtamc/status/1164463902597570560,False,,0,,,,,,,"[{'user_id': '37501216', 'username': 'drtamc'}]",
1164463026159923201,1164463026159923201,1566464594000,2019-08-22,04:03:14,CDT,28579644,smusyoka,Stephen Musyoka,,Financing for Breast Cancer Care. (via @akuhnairobi) #BreastCancerSymposiumKE pic.twitter.com/J4EIU7pepq,['akuhnairobi'],[],['https://pbs.twimg.com/media/ECkA5FnWkAA7z7O.jpg'],1,0,0,['#breastcancersymposiumke'],[],https://twitter.com/smusyoka/status/1164463026159923201,False,,0,,,,,,,"[{'user_id': '28579644', 'username': 'smusyoka'}, {'user_id': '1075003604279398402', 'username': 'akuhnairobi'}]",
1164462288650350593,1164462288650350593,1566464418000,2019-08-22,04:00:18,CDT,3213518355,akuglobal,Aga Khan University,,"The 2nd Annual Breast Cancer Symposium in Nairobi brings together a multidisciplinary team of professionals and healthcare providers to learn what is new in prevention, screening, diagnosis and management of Breast Cancer. #BreastCancerSymposiumKE https://twitter.com/akuhnairobi/status/1164426626018480128 …",[],['https://twitter.com/akuhnairobi/status/1164426626018480128'],[],0,0,1,['#breastcancersymposiumke'],[],https://twitter.com/AKUGlobal/status/1164462288650350593,False,https://twitter.com/akuhnairobi/status/1164426626018480128,0,,,,,,,"[{'user_id': '3213518355', 'username': 'AKUGlobal'}]",
1164462267406176258,1164462267406176258,1566464413000,2019-08-22,04:00:13,CDT,20236206,mariestopes,Marie Stopes International,,"“They’re just words.” - Anti-abortion ‘protestor’ dismisses the harm their medically inaccurate, lie-filled leaflets cause to women. There is no link between breast cancer and abortion.  Thanks to the Safe Zone, these men cannot stand at our gate in West London anymore.  https://twitter.com/skynews/status/1164439561243697152 …",[],['https://twitter.com/skynews/status/1164439561243697152'],[],0,2,5,[],[],https://twitter.com/MarieStopes/status/1164462267406176258,False,https://twitter.com/SkyNews/status/1164439561243697152,0,,,,,,,"[{'user_id': '20236206', 'username': 'MarieStopes'}]",
1164462035762995202,1164387339671441408,1566464358000,2019-08-22,03:59:18,CDT,212500856,julie_library,💖Breast Cancer Survivor 😥 Julie Library,,Central coast.,"['bobnew8', 'andrewconstance', 'gladysb', 'davidmehan', 'david4wyong']",[],[],1,0,0,[],[],https://twitter.com/julie_library/status/1164462035762995202,False,,0,,,,,,,"[{'user_id': '212500856', 'username': 'julie_library'}, {'user_id': '774642481', 'username': 'BobNew8'}, {'user_id': '137550018', 'username': 'AndrewConstance'}, {'user_id': '704882735815401472', 'username': 'GladysB'}, {'user_id': '369670876', 'username': 'DavidMehan'}, {'user_id': '2613299533', 'username': 'david4wyong'}]",
1164461918918041601,1164399295547596800,1566464330000,2019-08-22,03:58:50,CDT,212500856,julie_library,💖Breast Cancer Survivor 😥 Julie Library,,I was #BlockedbyPauline. obviously  my comments have upset her sensibilities - that is if she had any.🤔,"['newscomauhq', 'paulinehansonoz']",[],[],0,0,0,['#blockedbypauline'],[],https://twitter.com/julie_library/status/1164461918918041601,False,,0,,,,,,,"[{'user_id': '212500856', 'username': 'julie_library'}, {'user_id': '15250661', 'username': 'newscomauHQ'}, {'user_id': '1471232930', 'username': 'PaulineHansonOz'}]",
1164461519394017280,1163945333409353730,1566464235000,2019-08-22,03:57:15,CDT,1162726858926043136,uhtredragnars19,Uhtred Ragnarson,,"Cancer epidemic, altzhiemers, Autism, cutting off women's breasts, need I go on?",['plantbiased'],[],[],1,0,0,[],[],https://twitter.com/UhtredRagnars19/status/1164461519394017280,False,,0,,,,,,,"[{'user_id': '1162726858926043136', 'username': 'UhtredRagnars19'}, {'user_id': '3328818233', 'username': 'Plantbiased'}]",
1164461057546436608,1164456407795527680,1566464125000,2019-08-22,03:55:25,CDT,26461199,frisky9,Frisky Le Rouge,,"Unfortunately it touches many of us all too frequently. Our grandma may have breast cancer on her other breast. The left was a mastectomy. She is nearly 91, mum found out today. What your doing is turning a negative into a positive 🙏♥️",['officialpanfur'],[],[],1,0,2,[],[],https://twitter.com/frisky9/status/1164461057546436608,False,,0,,,,,,,"[{'user_id': '26461199', 'username': 'frisky9'}, {'user_id': '187823304', 'username': 'OfficialPanfur'}]",
1164460914566782978,1164460914566782978,1566464091000,2019-08-22,03:54:51,CDT,1119182827575058433,dcmj122,Jenet Harris,,Guidelines say more women may need breast cancer gene test - ABC News -  https://abcn.ws/2Zdn7tD ,[],['https://abcn.ws/2Zdn7tD'],[],0,0,0,[],[],https://twitter.com/dcmj122/status/1164460914566782978,False,,0,,,,,,,"[{'user_id': '1119182827575058433', 'username': 'dcmj122'}]",
